FIPS,State,Area_Name,Type
19003,IA,Adams County,state
19005,IA,Allamakee County,state
19007,IA,Appanoose County,state
19009,IA,Audubon County,state
19011,IA,Benton County,state
19013,IA,Black Hawk County,state
19015,IA,Boone County,state
19017,IA,Bremer County,state
19019,IA,Buchanan County,state
19021,IA,Buena Vista County,state
19023,IA,Butler County,state
19025,IA,Calhoun County,state
19027,IA,Carroll County,state
19029,IA,Cass County,state
19031,IA,Cedar County,state
19033,IA,Cerro Gordo County,state
19035,IA,Cherokee County,state
19037,IA,Chickasaw County,state
19039,IA,Clarke County,state
19041,IA,Clay County,state
19043,IA,Clayton County,state
19045,IA,Clinton County,state
19047,IA,Crawford County,state
19049,IA,Dallas County,state
19051,IA,Davis County,state
19053,IA,Decatur County,state
19055,IA,Delaware County,state
19057,IA,Des Moines County,state
19059,IA,Dickinson County,state
19061,IA,Dubuque County,state
19063,IA,Emmet County,state
19065,IA,Fayette County,state
19067,IA,Floyd County,state
19069,IA,Franklin County,state
19071,IA,Fremont County,state
19073,IA,Greene County,state
19075,IA,Grundy County,state
19077,IA,Guthrie County,state
19079,IA,Hamilton County,state
19081,IA,Hancock County,state
19083,IA,Hardin County,state
19085,IA,Harrison County,state
19087,IA,Henry County,state
19089,IA,Howard County,state
19091,IA,Humboldt County,state
19093,IA,Ida County,state
19095,IA,Iowa County,state
19097,IA,Jackson County,state
19099,IA,Jasper County,state
19101,IA,Jefferson County,state
19103,IA,Johnson County,state
19105,IA,Jones County,state
19107,IA,Keokuk County,state
19109,IA,Kossuth County,state
19111,IA,Lee County,state
19113,IA,Linn County,state
19115,IA,Louisa County,state
19117,IA,Lucas County,state
19119,IA,Lyon County,state
19121,IA,Madison County,state
19123,IA,Mahaska County,state
19125,IA,Marion County,state
19127,IA,Marshall County,state
19129,IA,Mills County,state
19131,IA,Mitchell County,state
19133,IA,Monona County,state
19135,IA,Monroe County,state
19137,IA,Montgomery County,state
19139,IA,Muscatine County,state
19141,IA,O'Brien County,state
19143,IA,Osceola County,state
19145,IA,Page County,state
19147,IA,Palo Alto County,state
19149,IA,Plymouth County,state
19151,IA,Pocahontas County,state
19153,IA,Polk County,state
19155,IA,Pottawattamie County,state
19157,IA,Poweshiek County,state
19159,IA,Ringgold County,state
19161,IA,Sac County,state
19163,IA,Scott County,state
19165,IA,Shelby County,state
19167,IA,Sioux County,state
19169,IA,Story County,state
19171,IA,Tama County,state
19173,IA,Taylor County,state
19175,IA,Union County,state
19177,IA,Van Buren County,state
19179,IA,Wapello County,state
19181,IA,Warren County,state
19183,IA,Washington County,state
19185,IA,Wayne County,state
19187,IA,Webster County,state
19189,IA,Winnebago County,state
19191,IA,Winneshiek County,state
19193,IA,Woodbury County,state
19195,IA,Worth County,state
19197,IA,Wright County,state
20000,KS,Kansas,state
20001,KS,Allen County,state
20003,KS,Anderson County,state
20005,KS,Atchison County,state
20007,KS,Barber County,state
20009,KS,Barton County,state
20011,KS,Bourbon County,state
20013,KS,Brown County,state
20015,KS,Butler County,state
20017,KS,Chase County,state
20019,KS,Chautauqua County,state
20021,KS,Cherokee County,state
20023,KS,Cheyenne County,state
20025,KS,Clark County,state
20027,KS,Clay County,state
20029,KS,Cloud County,state
20031,KS,Coffey County,state
20033,KS,Comanche County,state
20035,KS,Cowley County,state
20037,KS,Crawford County,state
20039,KS,Decatur County,state
20041,KS,Dickinson County,state
20043,KS,Doniphan County,state
20045,KS,Douglas County,state
20047,KS,Edwards County,state
20049,KS,Elk County,state
20051,KS,Ellis County,state
20053,KS,Ellsworth County,state
20055,KS,Finney County,state
20057,KS,Ford County,state
20059,KS,Franklin County,state
20061,KS,Geary County,state
20063,KS,Gove County,state
20065,KS,Graham County,state
20067,KS,Grant County,state
20069,KS,Gray County,state
20071,KS,Greeley County,state
20073,KS,Greenwood County,state
20075,KS,Hamilton County,state
20077,KS,Harper County,state
20079,KS,Harvey County,state
20081,KS,Haskell County,state
20083,KS,Hodgeman County,state
20085,KS,Jackson County,state
20087,KS,Jefferson County,state
20089,KS,Jewell County,state
20091,KS,Johnson County,state
20093,KS,Kearny County,state
20095,KS,Kingman County,state
20097,KS,Kiowa County,state
20099,KS,Labette County,state
20101,KS,Lane County,state
20103,KS,Leavenworth County,state
20105,KS,Lincoln County,state
20107,KS,Linn County,state
20109,KS,Logan County,state
20111,KS,Lyon County,state
20113,KS,McPherson County,state
20115,KS,Marion County,state
20117,KS,Marshall County,state
20119,KS,Meade County,state
20121,KS,Miami County,state
20123,KS,Mitchell County,state
20125,KS,Montgomery County,state
20127,KS,Morris County,state
20129,KS,Morton County,state
20131,KS,Nemaha County,state
20133,KS,Neosho County,state
20135,KS,Ness County,state
20137,KS,Norton County,state
20139,KS,Osage County,state
20141,KS,Osborne County,state
20143,KS,Ottawa County,state
20145,KS,Pawnee County,state
20147,KS,Phillips County,state
20149,KS,Pottawatomie County,state
20151,KS,Pratt County,state
20153,KS,Rawlins County,state
20155,KS,Reno County,state
20157,KS,Republic County,state
20159,KS,Rice County,state
20161,KS,Riley County,state
20163,KS,Rooks County,state
20165,KS,Rush County,state
20167,KS,Russell County,state
20169,KS,Saline County,state
20171,KS,Scott County,state
20173,KS,Sedgwick County,state
20175,KS,Seward County,state
20177,KS,Shawnee County,state
20179,KS,Sheridan County,state
20181,KS,Sherman County,state
20183,KS,Smith County,state
20185,KS,Stafford County,state
20187,KS,Stanton County,state
20189,KS,Stevens County,state
20191,KS,Sumner County,state
20193,KS,Thomas County,state
20195,KS,Trego County,state
20197,KS,Wabaunsee County,state
20199,KS,Wallace County,state
20201,KS,Washington County,state
20203,KS,Wichita County,state
20205,KS,Wilson County,state
20207,KS,Woodson County,state
20209,KS,Wyandotte County,state
21000,KY,Kentucky,state
21001,KY,Adair County,state
21003,KY,Allen County,state
21005,KY,Anderson County,state
21007,KY,Ballard County,state
21009,KY,Barren County,state
21011,KY,Bath County,state
21013,KY,Bell County,state
21015,KY,Boone County,state
21017,KY,Bourbon County,state
21019,KY,Boyd County,state
21021,KY,Boyle County,state
21023,KY,Bracken County,state
21025,KY,Breathitt County,state
21027,KY,Breckinridge County,state
21029,KY,Bullitt County,state
21031,KY,Butler County,state
21033,KY,Caldwell County,state
21035,KY,Calloway County,state
21037,KY,Campbell County,state
21039,KY,Carlisle County,state
21041,KY,Carroll County,state
21043,KY,Carter County,state
21045,KY,Casey County,state
21047,KY,Christian County,state
21049,KY,Clark County,state
21051,KY,Clay County,state
21053,KY,Clinton County,state
21055,KY,Crittenden County,state
21057,KY,Cumberland County,state
21059,KY,Daviess County,state
21061,KY,Edmonson County,state
21063,KY,Elliott County,state
21065,KY,Estill County,state
21067,KY,Fayette County,state
21069,KY,Fleming County,state
21071,KY,Floyd County,state
21073,KY,Franklin County,state
21075,KY,Fulton County,state
21077,KY,Gallatin County,state
21079,KY,Garrard County,state
21081,KY,Grant County,state
21083,KY,Graves County,state
21085,KY,Grayson County,state
21087,KY,Green County,state
21089,KY,Greenup County,state
21091,KY,Hancock County,state
21093,KY,Hardin County,state
21095,KY,Harlan County,state
21097,KY,Harrison County,state
21099,KY,Hart County,state
21101,KY,Henderson County,state
21103,KY,Henry County,state
21105,KY,Hickman County,state
21107,KY,Hopkins County,state
21109,KY,Jackson County,state
21111,KY,Jefferson County,state
21113,KY,Jessamine County,state
21115,KY,Johnson County,state
21117,KY,Kenton County,state
21119,KY,Knott County,state
21121,KY,Knox County,state
21123,KY,Larue County,state
21125,KY,Laurel County,state
21127,KY,Lawrence County,state
21129,KY,Lee County,state
21131,KY,Leslie County,state
21133,KY,Letcher County,state
21135,KY,Lewis County,state
21137,KY,Lincoln County,state
21139,KY,Livingston County,state
21141,KY,Logan County,state
21143,KY,Lyon County,state
21145,KY,McCracken County,state
21147,KY,McCreary County,state
21149,KY,McLean County,state
21151,KY,Madison County,state
21153,KY,Magoffin County,state
21155,KY,Marion County,state
21157,KY,Marshall County,state
21159,KY,Martin County,state
21161,KY,Mason County,state
21163,KY,Meade County,state
21165,KY,Menifee County,state
21167,KY,Mercer County,state
21169,KY,Metcalfe County,state
21171,KY,Monroe County,state
21173,KY,Montgomery County,state
21175,KY,Morgan County,state
21177,KY,Muhlenberg County,state
21179,KY,Nelson County,state
21181,KY,Nicholas County,state
21183,KY,Ohio County,state
21185,KY,Oldham County,state
21187,KY,Owen County,state
21189,KY,Owsley County,state
21191,KY,Pendleton County,state
21193,KY,Perry County,state
21195,KY,Pike County,state
21197,KY,Powell County,state
21199,KY,Pulaski County,state
21201,KY,Robertson County,state
21203,KY,Rockcastle County,state
21205,KY,Rowan County,state
21207,KY,Russell County,state
21209,KY,Scott County,state
21211,KY,Shelby County,state
21213,KY,Simpson County,state
21215,KY,Spencer County,state
21217,KY,Taylor County,state
21219,KY,Todd County,state
21221,KY,Trigg County,state
21223,KY,Trimble County,state
21225,KY,Union County,state
21227,KY,Warren County,state
21229,KY,Washington County,state
21231,KY,Wayne County,state
21233,KY,Webster County,state
21235,KY,Whitley County,state
21237,KY,Wolfe County,state
21239,KY,Woodford County,state
22000,LA,Lousiana,state
22001,LA,Acadia Parish,state
22003,LA,Allen Parish,state
22005,LA,Ascension Parish,state
22007,LA,Assumption Parish,state
22009,LA,Avoyelles Parish,state
22011,LA,Beauregard Parish,state
22013,LA,Bienville Parish,state
22015,LA,Bossier Parish,state
22017,LA,Caddo Parish,state
22019,LA,Calcasieu Parish,state
22021,LA,Caldwell Parish,state
22023,LA,Cameron Parish,state
22025,LA,Catahoula Parish,state
22027,LA,Claiborne Parish,state
22029,LA,Concordia Parish,state
22031,LA,De Soto Parish,state
22033,LA,East Baton Rouge Parish,state
22035,LA,East Carroll Parish,state
22037,LA,East Feliciana Parish,state
22039,LA,Evangeline Parish,state
22041,LA,Franklin Parish,state
22043,LA,Grant Parish,state
22045,LA,Iberia Parish,state
22047,LA,Iberville Parish,state
22049,LA,Jackson Parish,state
22051,LA,Jefferson Parish,state
22053,LA,Jefferson Davis Parish,state
22055,LA,Lafayette Parish,state
22057,LA,Lafourche Parish,state
22059,LA,La Salle Parish,state
22061,LA,Lincoln Parish,state
22063,LA,Livingston Parish,state
22065,LA,Madison Parish,state
22067,LA,Morehouse Parish,state
22069,LA,Natchitoches Parish,state
22071,LA,Orleans Parish,state
22073,LA,Ouachita Parish,state
22075,LA,Plaquemines Parish,state
22077,LA,Pointe Coupee Parish,state
22079,LA,Rapides Parish,state
22081,LA,Red River Parish,state
22083,LA,Richland Parish,state
22085,LA,Sabine Parish,state
22087,LA,St. Bernard Parish,state
22089,LA,St. Charles Parish,state
22091,LA,St. Helena Parish,state
22093,LA,St. James Parish,state
22095,LA,St. John the Baptist Parish,state
22097,LA,St. Landry Parish,state
22099,LA,St. Martin Parish,state
22101,LA,St. Mary Parish,state
22103,LA,St. Tammany Parish,state
22105,LA,Tangipahoa Parish,state
22107,LA,Tensas Parish,state
22109,LA,Terrebonne Parish,state
22111,LA,Union Parish,state
22113,LA,Vermilion Parish,state
22115,LA,Vernon Parish,state
22117,LA,Washington Parish,state
22119,LA,Webster Parish,state
22121,LA,West Baton Rouge Parish,state
22123,LA,West Carroll Parish,state
22125,LA,West Feliciana Parish,state
22127,LA,Winn Parish,state
23000,ME,Maine,state
23001,ME,Androscoggin County,state
23003,ME,Aroostook County,state
23005,ME,Cumberland County,state
23007,ME,Franklin County,state
23009,ME,Hancock County,state
23011,ME,Kennebec County,state
23013,ME,Knox County,state
23015,ME,Lincoln County,state
23017,ME,Oxford County,state
23019,ME,Penobscot County,state
23021,ME,Piscataquis County,state
23023,ME,Sagadahoc County,state
23025,ME,Somerset County,state
23027,ME,Waldo County,state
23029,ME,Washington County,state
23031,ME,York County,state
24000,MD,Maryland,state
24001,MD,Allegany County,state
24003,MD,Anne Arundel County,state
24005,MD,Baltimore County,state
24009,MD,Calvert County,state
24011,MD,Caroline County,state
24013,MD,Carroll County,state
24015,MD,Cecil County,state
24017,MD,Charles County,state
24019,MD,Dorchester County,state
24021,MD,Frederick County,state
24023,MD,Garrett County,state
24025,MD,Harford County,state
24027,MD,Howard County,state
24029,MD,Kent County,state
24031,MD,Montgomery County,state
24033,MD,Prince George's County,state
24035,MD,Queen Anne's County,state
24037,MD,St. Mary's County,state
24039,MD,Somerset County,state
24041,MD,Talbot County,state
24043,MD,Washington County,state
24045,MD,Wicomico County,state
24047,MD,Worcester County,state
24510,MD,Baltimore city,state
25000,MA,Massachusetts,state
25001,MA,Barnstable County,state
25003,MA,Berkshire County,state
25005,MA,Bristol County,state
25007,MA,Dukes County,state
25009,MA,Essex County,state
25011,MA,Franklin County,state
25013,MA,Hampden County,state
25015,MA,Hampshire County,state
25017,MA,Middlesex County,state
25019,MA,Nantucket County,state
25021,MA,Norfolk County,state
25023,MA,Plymouth County,state
25025,MA,Suffolk County,state
25027,MA,Worcester County,state
26000,MI,Michigan,state
26001,MI,Alcona County,state
26003,MI,Alger County,state
26005,MI,Allegan County,state
26007,MI,Alpena County,state
26009,MI,Antrim County,state
26011,MI,Arenac County,state
26013,MI,Baraga County,state
26015,MI,Barry County,state
26017,MI,Bay County,state
26019,MI,Benzie County,state
26021,MI,Berrien County,state
26023,MI,Branch County,state
26025,MI,Calhoun County,state
26027,MI,Cass County,state
26029,MI,Charlevoix County,state
26031,MI,Cheboygan County,state
26033,MI,Chippewa County,state
26035,MI,Clare County,state
26037,MI,Clinton County,state
26039,MI,Crawford County,state
26041,MI,Delta County,state
26043,MI,Dickinson County,state
26045,MI,Eaton County,state
26047,MI,Emmet County,state
26049,MI,Genesee County,state
26051,MI,Gladwin County,state
26053,MI,Gogebic County,state
26055,MI,Grand Traverse County,state
26057,MI,Gratiot County,state
26059,MI,Hillsdale County,state
26061,MI,Houghton County,state
26063,MI,Huron County,state
26065,MI,Ingham County,state
26067,MI,Ionia County,state
26069,MI,Iosco County,state
26071,MI,Iron County,state
26073,MI,Isabella County,state
26075,MI,Jackson County,state
26077,MI,Kalamazoo County,state
26079,MI,Kalkaska County,state
26081,MI,Kent County,state
26083,MI,Keweenaw County,state
26085,MI,Lake County,state
26087,MI,Lapeer County,state
26089,MI,Leelanau County,state
26091,MI,Lenawee County,state
26093,MI,Livingston County,state
26095,MI,Luce County,state
26097,MI,Mackinac County,state
26099,MI,Macomb County,state
26101,MI,Manistee County,state
26103,MI,Marquette County,state
26105,MI,Mason County,state
26107,MI,Mecosta County,state
26109,MI,Menominee County,state
26111,MI,Midland County,state
26113,MI,Missaukee County,state
26115,MI,Monroe County,state
26117,MI,Montcalm County,state
26119,MI,Montmorency County,state
26121,MI,Muskegon County,state
26123,MI,Newaygo County,state
26125,MI,Oakland County,state
26127,MI,Oceana County,state
26129,MI,Ogemaw County,state
26131,MI,Ontonagon County,state
26133,MI,Osceola County,state
26135,MI,Oscoda County,state
26137,MI,Otsego County,state
26139,MI,Ottawa County,state
26141,MI,Presque Isle County,state
26143,MI,Roscommon County,state
26145,MI,Saginaw County,state
26147,MI,St. Clair County,state
26149,MI,St. Joseph County,state
26151,MI,Sanilac County,state
26153,MI,Schoolcraft County,state
26155,MI,Shiawassee County,state
26157,MI,Tuscola County,state
26159,MI,Van Buren County,state
26161,MI,Washtenaw County,state
26163,MI,Wayne County,state
26165,MI,Wexford County,state
27000,MN,Minnesota,state
27001,MN,Aitkin County,state
27003,MN,Anoka County,state
27005,MN,Becker County,state
27007,MN,Beltrami County,state
27009,MN,Benton County,state
27011,MN,Big Stone County,state
27013,MN,Blue Earth County,state
27015,MN,Brown County,state
27017,MN,Carlton County,state
27019,MN,Carver County,state
27021,MN,Cass County,state
27023,MN,Chippewa County,state
27025,MN,Chisago County,state
27027,MN,Clay County,state
27029,MN,Clearwater County,state
27031,MN,Cook County,state
27033,MN,Cottonwood County,state
27035,MN,Crow Wing County,state
27037,MN,Dakota County,state
27039,MN,Dodge County,state
27041,MN,Douglas County,state
27043,MN,Faribault County,state
27045,MN,Fillmore County,state
27047,MN,Freeborn County,state
27049,MN,Goodhue County,state
27051,MN,Grant County,state
27053,MN,Hennepin County,state
27055,MN,Houston County,state
27057,MN,Hubbard County,state
27059,MN,Isanti County,state
27061,MN,Itasca County,state
27063,MN,Jackson County,state
27065,MN,Kanabec County,state
27067,MN,Kandiyohi County,state
27069,MN,Kittson County,state
27071,MN,Koochiching County,state
27073,MN,Lac qui Parle County,state
27075,MN,Lake County,state
27077,MN,Lake of the Woods County,state
27079,MN,Le Sueur County,state
27081,MN,Lincoln County,state
27083,MN,Lyon County,state
27085,MN,McLeod County,state
27087,MN,Mahnomen County,state
27089,MN,Marshall County,state
27091,MN,Martin County,state
27093,MN,Meeker County,state
27095,MN,Mille Lacs County,state
27097,MN,Morrison County,state
27099,MN,Mower County,state
27101,MN,Murray County,state
27103,MN,Nicollet County,state
27105,MN,Nobles County,state
27107,MN,Norman County,state
27109,MN,Olmsted County,state
27111,MN,Otter Tail County,state
27113,MN,Pennington County,state
27115,MN,Pine County,state
27117,MN,Pipestone County,state
27119,MN,Polk County,state
27121,MN,Pope County,state
27123,MN,Ramsey County,state
27125,MN,Red Lake County,state
27127,MN,Redwood County,state
27129,MN,Renville County,state
27131,MN,Rice County,state
27133,MN,Rock County,state
27135,MN,Roseau County,state
27137,MN,St. Louis County,state
27139,MN,Scott County,state
27141,MN,Sherburne County,state
27143,MN,Sibley County,state
27145,MN,Stearns County,state
27147,MN,Steele County,state
27149,MN,Stevens County,state
27151,MN,Swift County,state
27153,MN,Todd County,state
27155,MN,Traverse County,state
27157,MN,Wabasha County,state
27159,MN,Wadena County,state
27161,MN,Waseca County,state
27163,MN,Washington County,state
27165,MN,Watonwan County,state
27167,MN,Wilkin County,state
27169,MN,Winona County,state
27171,MN,Wright County,state
27173,MN,Yellow Medicine County,state
28000,MS,Mississippi,state
28001,MS,Adams County,state
28003,MS,Alcorn County,state
28005,MS,Amite County,state
28007,MS,Attala County,state
28009,MS,Benton County,state
28011,MS,Bolivar County,state
28013,MS,Calhoun County,state
28015,MS,Carroll County,state
28017,MS,Chickasaw County,state
28019,MS,Choctaw County,state
28021,MS,Claiborne County,state
28023,MS,Clarke County,state
28025,MS,Clay County,state
28027,MS,Coahoma County,state
28029,MS,Copiah County,state
28031,MS,Covington County,state
28033,MS,DeSoto County,state
28035,MS,Forrest County,state
28037,MS,Franklin County,state
28039,MS,George County,state
28041,MS,Greene County,state
28043,MS,Grenada County,state
28045,MS,Hancock County,state
28047,MS,Harrison County,state
28049,MS,Hinds County,state
28051,MS,Holmes County,state
28053,MS,Humphreys County,state
28055,MS,Issaquena County,state
28057,MS,Itawamba County,state
28059,MS,Jackson County,state
28061,MS,Jasper County,state
28063,MS,Jefferson County,state
28065,MS,Jefferson Davis County,state
28067,MS,Jones County,state
28069,MS,Kemper County,state
28071,MS,Lafayette County,state
28073,MS,Lamar County,state
28075,MS,Lauderdale County,state
28077,MS,Lawrence County,state
28079,MS,Leake County,state
28081,MS,Lee County,state
28083,MS,Leflore County,state
28085,MS,Lincoln County,state
28087,MS,Lowndes County,state
28089,MS,Madison County,state
28091,MS,Marion County,state
28093,MS,Marshall County,state
28095,MS,Monroe County,state
28097,MS,Montgomery County,state
28099,MS,Neshoba County,state
28101,MS,Newton County,state
28103,MS,Noxubee County,state
28105,MS,Oktibbeha County,state
28107,MS,Panola County,state
28109,MS,Pearl River County,state
28111,MS,Perry County,state
28113,MS,Pike County,state
28115,MS,Pontotoc County,state
28117,MS,Prentiss County,state
28119,MS,Quitman County,state
28121,MS,Rankin County,state
28123,MS,Scott County,state
28125,MS,Sharkey County,state
28127,MS,Simpson County,state
28129,MS,Smith County,state
28131,MS,Stone County,state
28133,MS,Sunflower County,state
28135,MS,Tallahatchie County,state
28137,MS,Tate County,state
28139,MS,Tippah County,state
28141,MS,Tishomingo County,state
28143,MS,Tunica County,state
28145,MS,Union County,state
28147,MS,Walthall County,state
28149,MS,Warren County,state
28151,MS,Washington County,state
28153,MS,Wayne County,state
28155,MS,Webster County,state
28157,MS,Wilkinson County,state
28159,MS,Winston County,state
28161,MS,Yalobusha County,state
28163,MS,Yazoo County,state
29000,MO,Missouri,state
29001,MO,Adair County,state
29003,MO,Andrew County,state
29005,MO,Atchison County,state
29007,MO,Audrain County,state
29009,MO,Barry County,state
29011,MO,Barton County,state
29013,MO,Bates County,state
29015,MO,Benton County,state
29017,MO,Bollinger County,state
29019,MO,Boone County,state
29021,MO,Buchanan County,state
29023,MO,Butler County,state
29025,MO,Caldwell County,state
29027,MO,Callaway County,state
29029,MO,Camden County,state
29031,MO,Cape Girardeau County,state
29033,MO,Carroll County,state
29035,MO,Carter County,state
29037,MO,Cass County,state
29039,MO,Cedar County,state
29041,MO,Chariton County,state
29043,MO,Christian County,state
29045,MO,Clark County,state
29047,MO,Clay County,state
29049,MO,Clinton County,state
29051,MO,Cole County,state
29053,MO,Cooper County,state
29055,MO,Crawford County,state
29057,MO,Dade County,state
29059,MO,Dallas County,state
29061,MO,Daviess County,state
29063,MO,DeKalb County,state
29065,MO,Dent County,state
29067,MO,Douglas County,state
29069,MO,Dunklin County,state
29071,MO,Franklin County,state
29073,MO,Gasconade County,state
29075,MO,Gentry County,state
29077,MO,Greene County,state
29079,MO,Grundy County,state
29081,MO,Harrison County,state
29083,MO,Henry County,state
29085,MO,Hickory County,state
29087,MO,Holt County,state
29089,MO,Howard County,state
29091,MO,Howell County,state
29093,MO,Iron County,state
29095,MO,Jackson County,state
29097,MO,Jasper County,state
29099,MO,Jefferson County,state
29101,MO,Johnson County,state
29103,MO,Knox County,state
29105,MO,Laclede County,state
29107,MO,Lafayette County,state
29109,MO,Lawrence County,state
29111,MO,Lewis County,state
29113,MO,Lincoln County,state
29115,MO,Linn County,state
29117,MO,Livingston County,state
29119,MO,McDonald County,state
29121,MO,Macon County,state
29123,MO,Madison County,state
29125,MO,Maries County,state
29127,MO,Marion County,state
29129,MO,Mercer County,state
29131,MO,Miller County,state
29133,MO,Mississippi County,state
29135,MO,Moniteau County,state
29137,MO,Monroe County,state
29139,MO,Montgomery County,state
29141,MO,Morgan County,state
29143,MO,New Madrid County,state
29145,MO,Newton County,state
29147,MO,Nodaway County,state
29149,MO,Oregon County,state
29151,MO,Osage County,state
29153,MO,Ozark County,state
29155,MO,Pemiscot County,state
29157,MO,Perry County,state
29159,MO,Pettis County,state
29161,MO,Phelps County,state
29163,MO,Pike County,state
29165,MO,Platte County,state
29167,MO,Polk County,state
29169,MO,Pulaski County,state
29171,MO,Putnam County,state
29173,MO,Ralls County,state
29175,MO,Randolph County,state
29177,MO,Ray County,state
29179,MO,Reynolds County,state
29181,MO,Ripley County,state
29183,MO,St. Charles County,state
29185,MO,St. Clair County,state
29186,MO,Ste. Genevieve County,state
29187,MO,St. Francois County,state
29189,MO,St. Louis County,state
29195,MO,Saline County,state
29197,MO,Schuyler County,state
29199,MO,Scotland County,state
29201,MO,Scott County,state
29203,MO,Shannon County,state
29205,MO,Shelby County,state
29207,MO,Stoddard County,state
29209,MO,Stone County,state
29211,MO,Sullivan County,state
29213,MO,Taney County,state
29215,MO,Texas County,state
29217,MO,Vernon County,state
29219,MO,Warren County,state
29221,MO,Washington County,state
29223,MO,Wayne County,state
29225,MO,Webster County,state
29227,MO,Worth County,state
29229,MO,Wright County,state
29510,MO,St. Louis city,state
30000,MT,Montana,state
30001,MT,Beaverhead County,state
30003,MT,Big Horn County,state
30005,MT,Blaine County,state
30007,MT,Broadwater County,state
30009,MT,Carbon County,state
30011,MT,Carter County,state
30013,MT,Cascade County,state
30015,MT,Chouteau County,state
30017,MT,Custer County,state
30019,MT,Daniels County,state
30021,MT,Dawson County,state
